35a - Antenatal care coverage  at least one visit

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2010,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2001,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2004,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2006,Female,99.9,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2012,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2013,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2014,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2015,Female,100,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,28,Antigua and Barbuda,2017,Female,100,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2003,Female,98.7,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2008,Female,94.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2000,Female,99.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2005,Female,99.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2007,Female,99.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2009,Female,97.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2010,Female,95,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2001,Female,98.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2004,Female,99.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2006,Female,99.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2011,Female,97.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2002,Female,98.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2012,Female,98.2,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2013,Female,97,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2014,Female,99.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2015,Female,99.6,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2016,Female,98.4,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,32,Argentina,2017,Female,93.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2003,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2008,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2000,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2007,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2010,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2004,Female,98,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2006,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2011,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2002,Female,99,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2013,Female,98,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2014,Female,99.6,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2015,Female,99,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,44,Bahamas,2016,Female,99,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2003,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2008,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2000,Female,98,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2005,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2007,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2004,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2006,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2011,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2002,Female,100,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2012,Female,98.9,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2013,Female,98.6,-,-,Country data,-,No / unclear definition of the cadres included,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2014,Female,99.7,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2015,Female,99,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,52,Barbados,2016,Female,99,-,-,Country data,-,Institutional Birth (IB): includes all deliveries that occurred at a health facility,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2003,Female,60.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2008,Female,71.1,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2000,Female,67.3,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2011,Female,84,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2002,Female,65.1,-,-,Country data,-,Definition includes other cadres that is not in alignment with the standard definition,-,-,-,-,-,-
Proportion of births attended by skilled health personnel,Latin America and the Caribbean,68,Bolivia (Plurinational State of),2012,Female,84.8,-,-,Country data,-,Cadres included align with the standard definition of: Doctor  nurse and/or midwife,-,-,-,-,-,-
